Op;DataLogCdc;IDFaturamento;IDEletroposto;IDCliente;StatusPagamento;ValorPagamento;DataTransacao
UPDATE;2026-04-08 20:07:08;FAT_656;ELETRO_179;IDCliente_93;Pago;90.07;2026-04-06 11:07:08
INSERT;2026-03-05 11:47:57;FAT_657;ELETRO_102;IDCliente_67;Pago;326.68;2026-03-05 11:47:57
INSERT;2026-01-20 06:22:46;FAT_658;ELETRO_400;IDCliente_89;Pago;109.43;2026-01-20 06:22:46
INSERT;2026-03-12 12:02:44;FAT_659;ELETRO_413;IDCliente_23;Pago;141.49;2026-03-12 12:02:44
INSERT;2026-04-11 11:13:02;FAT_660;ELETRO_360;IDCliente_56;Pendente;282.87;2026-04-11 11:13:02
UPDATE;2026-04-14 11:13:02;FAT_660;ELETRO_360;IDCliente_56;Cancelado;282.87;2026-04-11 11:13:02
INSERT;2026-02-20 12:19:20;FAT_661;ELETRO_345;IDCliente_48;Pago;31.02;2026-02-20 12:19:20
INSERT;2026-04-05 11:26:34;FAT_662;ELETRO_445;IDCliente_46;Pago;33.77;2026-04-05 11:26:34
INSERT;2026-04-19 12:20:24;FAT_663;ELETRO_256;IDCliente_3;Pago;167.49;2026-04-19 12:20:24
INSERT;2026-05-13 20:40:49;FAT_664;ELETRO_200;IDCliente_37;Pendente;251.08;2026-05-13 20:40:49
INSERT;2026-05-07 21:28:54;FAT_665;ELETRO_196;IDCliente_6;Pago;274.76;2026-05-07 21:28:54
INSERT;2026-01-16 11:29:50;FAT_666;ELETRO_200;IDCliente_54;Pago;228.22;2026-01-16 11:29:50
INSERT;2026-03-25 03:18:47;FAT_667;ELETRO_386;IDCliente_79;Pago;200.67;2026-03-25 03:18:47
INSERT;2026-03-22 12:04:22;FAT_668;ELETRO_50;IDCliente_14;Pago;109.21;2026-03-22 12:04:22
INSERT;2026-01-09 12:21:34;FAT_669;ELETRO_1;IDCliente_45;Pendente;352.2;2026-01-09 12:21:34
UPDATE;2026-01-12 16:21:34;FAT_669;ELETRO_1;IDCliente_45;Cancelado;352.2;2026-01-09 12:21:34
INSERT;2026-04-19 12:06:50;FAT_670;ELETRO_400;IDCliente_87;Pago;230.01;2026-04-19 12:06:50
INSERT;2026-01-28 21:28:49;FAT_671;ELETRO_165;IDCliente_2;Pendente;133.26;2026-01-28 21:28:49
INSERT;2026-03-27 13:32:39;FAT_672;ELETRO_78;IDCliente_65;Pendente;357.67;2026-03-27 13:32:39
UPDATE;2026-03-29 17:32:39;FAT_672;ELETRO_78;IDCliente_65;Cancelado;357.67;2026-03-27 13:32:39
INSERT;2026-02-26 18:54:04;FAT_673;ELETRO_275;IDCliente_55;Pago;298.17;2026-02-26 18:54:04
INSERT;2026-05-19 03:32:13;FAT_674;ELETRO_62;IDCliente_31;Pago;226.26;2026-05-19 03:32:13
INSERT;2026-01-06 12:01:30;FAT_675;ELETRO_279;IDCliente_95;Pendente;140.0;2026-01-06 12:01:30
UPDATE;2026-01-08 15:01:30;FAT_675;ELETRO_279;IDCliente_95;Pago;140.0;2026-01-06 12:01:30
INSERT;2026-03-01 04:21:09;FAT_676;ELETRO_484;IDCliente_85;Pendente;42.45;2026-03-01 04:21:09
UPDATE;2026-03-04 15:21:09;FAT_676;ELETRO_484;IDCliente_85;Cancelado;42.45;2026-03-01 04:21:09
INSERT;2026-04-23 02:01:07;FAT_677;ELETRO_150;IDCliente_48;Pendente;213.3;2026-04-23 02:01:07
UPDATE;2026-04-26 09:01:07;FAT_677;ELETRO_150;IDCliente_48;Cancelado;213.3;2026-04-23 02:01:07
INSERT;2026-03-08 00:26:18;FAT_678;ELETRO_117;IDCliente_16;Pendente;244.87;2026-03-08 00:26:18
UPDATE;2026-03-09 12:26:18;FAT_678;ELETRO_117;IDCliente_16;Cancelado;244.87;2026-03-08 00:26:18
INSERT;2026-03-24 10:05:48;FAT_679;ELETRO_469;IDCliente_29;Pendente;296.64;2026-03-24 10:05:48
INSERT;2026-01-15 00:11:35;FAT_680;ELETRO_462;IDCliente_24;Pendente;177.42;2026-01-15 00:11:35
UPDATE;2026-01-17 04:11:35;FAT_680;ELETRO_462;IDCliente_24;Cancelado;177.42;2026-01-15 00:11:35
INSERT;2026-01-28 08:29:22;FAT_681;ELETRO_205;IDCliente_37;Pago;381.99;2026-01-28 08:29:22
INSERT;2026-04-22 20:35:59;FAT_682;ELETRO_384;IDCliente_82;Pendente;292.14;2026-04-22 20:35:59
UPDATE;2026-04-23 21:35:59;FAT_682;ELETRO_384;IDCliente_82;Pago;292.14;2026-04-22 20:35:59
INSERT;2026-02-06 02:34:48;FAT_683;ELETRO_15;IDCliente_92;Pendente;268.96;2026-02-06 02:34:48
INSERT;2026-02-22 01:11:42;FAT_684;ELETRO_97;IDCliente_7;Pendente;85.67;2026-02-22 01:11:42
UPDATE;2026-02-24 11:11:42;FAT_684;ELETRO_97;IDCliente_7;Pago;85.67;2026-02-22 01:11:42
INSERT;2026-03-19 04:46:11;FAT_685;ELETRO_57;IDCliente_52;Pendente;132.51;2026-03-19 04:46:11
UPDATE;2026-03-20 09:46:11;FAT_685;ELETRO_57;IDCliente_52;Pago;132.51;2026-03-19 04:46:11
INSERT;2026-01-24 01:52:33;FAT_686;ELETRO_14;IDCliente_54;Pendente;348.95;2026-01-24 01:52:33
UPDATE;2026-01-26 09:52:33;FAT_686;ELETRO_14;IDCliente_54;Pago;348.95;2026-01-24 01:52:33
INSERT;2026-05-07 00:31:24;FAT_687;ELETRO_169;IDCliente_10;Pendente;149.88;2026-05-07 00:31:24
INSERT;2026-02-02 00:05:15;FAT_688;ELETRO_227;IDCliente_44;Pago;56.56;2026-02-02 00:05:15
INSERT;2026-04-27 11:44:44;FAT_689;ELETRO_344;IDCliente_89;Pago;126.27;2026-04-27 11:44:44
INSERT;2026-03-05 11:33:41;FAT_690;ELETRO_318;IDCliente_30;Pago;233.6;2026-03-05 11:33:41
INSERT;2026-01-06 23:10:33;FAT_691;ELETRO_466;IDCliente_97;Pago;252.18;2026-01-06 23:10:33
INSERT;2026-02-09 11:45:05;FAT_692;ELETRO_354;IDCliente_66;Pago;173.57;2026-02-09 11:45:05
INSERT;2026-02-02 21:59:29;FAT_693;ELETRO_166;IDCliente_66;Pago;310.85;2026-02-02 21:59:29
INSERT;2026-03-19 00:14:19;FAT_694;ELETRO_330;IDCliente_12;Pendente;239.19;2026-03-19 00:14:19
INSERT;2026-02-27 11:33:21;FAT_695;ELETRO_173;IDCliente_73;Pendente;132.87;2026-02-27 11:33:21
UPDATE;2026-03-02 12:33:21;FAT_695;ELETRO_173;IDCliente_73;Pago;132.87;2026-02-27 11:33:21
INSERT;2026-05-15 02:08:57;FAT_696;ELETRO_344;IDCliente_16;Pendente;136.35;2026-05-15 02:08:57
UPDATE;2026-05-17 13:08:57;FAT_696;ELETRO_344;IDCliente_16;Pago;136.35;2026-05-15 02:08:57
INSERT;2026-03-24 13:44:58;FAT_697;ELETRO_403;IDCliente_31;Pago;340.06;2026-03-24 13:44:58
INSERT;2026-03-20 01:56:36;FAT_698;ELETRO_154;IDCliente_17;Pago;101.27;2026-03-20 01:56:36
INSERT;2026-01-09 06:17:55;FAT_699;ELETRO_193;IDCliente_60;Pendente;210.57;2026-01-09 06:17:55
UPDATE;2026-01-10 06:17:55;FAT_699;ELETRO_193;IDCliente_60;Cancelado;210.57;2026-01-09 06:17:55
INSERT;2026-02-13 13:14:16;FAT_700;ELETRO_349;IDCliente_95;Pendente;225.11;2026-02-13 13:14:16
UPDATE;2026-02-15 18:14:16;FAT_700;ELETRO_349;IDCliente_95;Cancelado;225.11;2026-02-13 13:14:16
INSERT;2026-01-05 03:02:02;FAT_701;ELETRO_438;IDCliente_22;Pago;151.16;2026-01-05 03:02:02
INSERT;2026-04-15 12:01:17;FAT_702;ELETRO_262;IDCliente_92;Pago;271.29;2026-04-15 12:01:17
INSERT;2026-02-11 02:36:44;FAT_703;ELETRO_233;IDCliente_94;Pago;217.63;2026-02-11 02:36:44
INSERT;2026-04-27 01:15:26;FAT_704;ELETRO_136;IDCliente_49;Pago;44.38;2026-04-27 01:15:26
INSERT;2026-04-09 12:06:18;FAT_705;ELETRO_488;IDCliente_67;Pago;74.01;2026-04-09 12:06:18
INSERT;2026-02-14 18:07:27;FAT_706;ELETRO_307;IDCliente_82;Pendente;366.36;2026-02-14 18:07:27
UPDATE;2026-02-18 00:07:27;FAT_706;ELETRO_307;IDCliente_82;Cancelado;366.36;2026-02-14 18:07:27
INSERT;2026-04-16 13:41:14;FAT_707;ELETRO_329;IDCliente_78;Pago;139.17;2026-04-16 13:41:14
INSERT;2026-01-18 10:05:01;FAT_708;ELETRO_101;IDCliente_61;Pendente;127.23;2026-01-18 10:05:01
UPDATE;2026-01-21 20:05:01;FAT_708;ELETRO_101;IDCliente_61;Pago;127.23;2026-01-18 10:05:01
INSERT;2026-04-11 03:47:20;FAT_709;ELETRO_21;IDCliente_9;Pendente;260.27;2026-04-11 03:47:20
UPDATE;2026-04-14 13:47:20;FAT_709;ELETRO_21;IDCliente_9;Pago;260.27;2026-04-11 03:47:20
INSERT;2026-02-20 03:27:34;FAT_710;ELETRO_256;IDCliente_63;Pendente;239.48;2026-02-20 03:27:34
UPDATE;2026-02-22 07:27:34;FAT_710;ELETRO_256;IDCliente_63;Cancelado;239.48;2026-02-20 03:27:34
INSERT;2026-01-11 11:42:05;FAT_711;ELETRO_11;IDCliente_99;Pendente;46.83;2026-01-11 11:42:05
UPDATE;2026-01-12 20:42:05;FAT_711;ELETRO_11;IDCliente_99;Pago;46.83;2026-01-11 11:42:05
INSERT;2026-04-27 13:44:59;FAT_712;ELETRO_409;IDCliente_91;Pendente;161.81;2026-04-27 13:44:59
UPDATE;2026-04-30 13:44:59;FAT_712;ELETRO_409;IDCliente_91;Cancelado;161.81;2026-04-27 13:44:59
INSERT;2026-02-27 00:11:05;FAT_713;ELETRO_315;IDCliente_2;Pendente;332.03;2026-02-27 00:11:05
UPDATE;2026-02-28 06:11:05;FAT_713;ELETRO_315;IDCliente_2;Pago;332.03;2026-02-27 00:11:05
INSERT;2026-04-26 21:47:18;FAT_714;ELETRO_195;IDCliente_4;Pendente;305.93;2026-04-26 21:47:18
INSERT;2026-01-31 09:55:16;FAT_715;ELETRO_210;IDCliente_10;Pendente;107.4;2026-01-31 09:55:16
UPDATE;2026-02-01 15:55:16;FAT_715;ELETRO_210;IDCliente_10;Pago;107.4;2026-01-31 09:55:16
INSERT;2026-01-08 12:26:20;FAT_716;ELETRO_236;IDCliente_81;Pago;322.91;2026-01-08 12:26:20
INSERT;2026-03-21 12:39:32;FAT_717;ELETRO_162;IDCliente_19;Pendente;271.48;2026-03-21 12:39:32
UPDATE;2026-03-24 15:39:32;FAT_717;ELETRO_162;IDCliente_19;Cancelado;271.48;2026-03-21 12:39:32
INSERT;2026-01-18 02:36:03;FAT_718;ELETRO_395;IDCliente_8;Pago;66.99;2026-01-18 02:36:03
INSERT;2026-01-08 11:36:12;FAT_719;ELETRO_491;IDCliente_19;Pendente;91.68;2026-01-08 11:36:12
UPDATE;2026-01-09 15:36:12;FAT_719;ELETRO_491;IDCliente_19;Cancelado;91.68;2026-01-08 11:36:12
INSERT;2026-04-04 04:11:49;FAT_720;ELETRO_175;IDCliente_48;Pendente;242.94;2026-04-04 04:11:49
INSERT;2026-05-18 02:31:17;FAT_721;ELETRO_274;IDCliente_41;Pendente;142.8;2026-05-18 02:31:17
INSERT;2026-01-23 02:30:11;FAT_722;ELETRO_390;IDCliente_99;Pendente;346.81;2026-01-23 02:30:11
UPDATE;2026-01-25 07:30:11;FAT_722;ELETRO_390;IDCliente_99;Pago;346.81;2026-01-23 02:30:11
INSERT;2026-01-24 17:58:55;FAT_723;ELETRO_37;IDCliente_30;Pendente;301.57;2026-01-24 17:58:55
UPDATE;2026-01-26 03:58:55;FAT_723;ELETRO_37;IDCliente_30;Cancelado;301.57;2026-01-24 17:58:55
INSERT;2026-02-06 13:33:13;FAT_724;ELETRO_420;IDCliente_100;Pago;341.39;2026-02-06 13:33:13
INSERT;2026-04-16 13:06:57;FAT_725;ELETRO_350;IDCliente_49;Pago;52.33;2026-04-16 13:06:57
INSERT;2026-05-23 03:38:49;FAT_726;ELETRO_453;IDCliente_99;Pago;222.15;2026-05-23 03:38:49
INSERT;2026-04-10 10:08:42;FAT_727;ELETRO_453;IDCliente_75;Pago;198.59;2026-04-10 10:08:42
INSERT;2026-03-29 19:43:52;FAT_728;ELETRO_84;IDCliente_41;Pendente;320.46;2026-03-29 19:43:52
INSERT;2026-03-31 00:14:33;FAT_729;ELETRO_92;IDCliente_78;Pago;66.5;2026-03-31 00:14:33
INSERT;2026-05-02 07:25:10;FAT_730;ELETRO_148;IDCliente_85;Pendente;82.55;2026-05-02 07:25:10
INSERT;2026-01-26 05:04:52;FAT_731;ELETRO_318;IDCliente_26;Pendente;68.06;2026-01-26 05:04:52
INSERT;2026-05-01 13:40:09;FAT_732;ELETRO_162;IDCliente_52;Pendente;58.01;2026-05-01 13:40:09
UPDATE;2026-05-02 17:40:09;FAT_732;ELETRO_162;IDCliente_52;Pago;58.01;2026-05-01 13:40:09
INSERT;2026-03-07 01:45:43;FAT_733;ELETRO_221;IDCliente_8;Pendente;172.56;2026-03-07 01:45:43
INSERT;2026-05-12 04:24:57;FAT_734;ELETRO_304;IDCliente_53;Pago;321.03;2026-05-12 04:24:57
INSERT;2026-01-15 02:56:13;FAT_735;ELETRO_267;IDCliente_11;Pago;349.01;2026-01-15 02:56:13
INSERT;2026-02-24 11:57:21;FAT_736;ELETRO_371;IDCliente_19;Pendente;249.99;2026-02-24 11:57:21
UPDATE;2026-02-26 12:57:21;FAT_736;ELETRO_371;IDCliente_19;Cancelado;249.99;2026-02-24 11:57:21
INSERT;2026-01-23 01:59:58;FAT_737;ELETRO_298;IDCliente_100;Pendente;245.39;2026-01-23 01:59:58
UPDATE;2026-01-25 11:59:58;FAT_737;ELETRO_298;IDCliente_100;Cancelado;245.39;2026-01-23 01:59:58
INSERT;2026-03-06 22:40:42;FAT_738;ELETRO_117;IDCliente_27;Pendente;116.92;2026-03-06 22:40:42
UPDATE;2026-03-10 04:40:42;FAT_738;ELETRO_117;IDCliente_27;Pago;116.92;2026-03-06 22:40:42
INSERT;2026-02-13 04:58:03;FAT_739;ELETRO_362;IDCliente_40;Pendente;34.1;2026-02-13 04:58:03
UPDATE;2026-02-14 06:58:03;FAT_739;ELETRO_362;IDCliente_40;Cancelado;34.1;2026-02-13 04:58:03
INSERT;2026-04-04 08:53:05;FAT_740;ELETRO_106;IDCliente_43;Pendente;33.52;2026-04-04 08:53:05
INSERT;2026-01-02 13:51:44;FAT_741;ELETRO_158;IDCliente_52;Pago;131.22;2026-01-02 13:51:44
INSERT;2026-05-14 11:20:49;FAT_742;ELETRO_195;IDCliente_40;Pago;209.37;2026-05-14 11:20:49
INSERT;2026-03-11 01:01:41;FAT_743;ELETRO_498;IDCliente_70;Pago;86.57;2026-03-11 01:01:41
INSERT;2026-03-10 21:46:44;FAT_744;ELETRO_292;IDCliente_87;Pago;289.11;2026-03-10 21:46:44
INSERT;2026-01-12 13:20:45;FAT_745;ELETRO_145;IDCliente_66;Pago;56.34;2026-01-12 13:20:45
INSERT;2026-03-04 03:02:52;FAT_746;ELETRO_89;IDCliente_96;Pago;347.74;2026-03-04 03:02:52
INSERT;2026-05-25 11:49:17;FAT_747;ELETRO_319;IDCliente_99;Pago;382.16;2026-05-25 11:49:17
INSERT;2026-04-27 10:02:41;FAT_748;ELETRO_224;IDCliente_96;Pago;220.4;2026-04-27 10:02:41
INSERT;2026-04-28 03:08:13;FAT_749;ELETRO_81;IDCliente_65;Pago;158.72;2026-04-28 03:08:13
INSERT;2026-04-30 20:40:44;FAT_750;ELETRO_132;IDCliente_16;Pago;349.41;2026-04-30 20:40:44
INSERT;2026-05-19 16:50:59;FAT_751;ELETRO_46;IDCliente_44;Pago;149.06;2026-05-19 16:50:59
INSERT;2026-05-06 00:30:58;FAT_752;ELETRO_130;IDCliente_98;Pago;262.46;2026-05-06 00:30:58
INSERT;2026-03-05 11:30:54;FAT_753;ELETRO_83;IDCliente_74;Pendente;120.87;2026-03-05 11:30:54
UPDATE;2026-03-07 21:30:54;FAT_753;ELETRO_83;IDCliente_74;Pago;120.87;2026-03-05 11:30:54
INSERT;2026-05-24 02:27:02;FAT_754;ELETRO_438;IDCliente_70;Pendente;200.32;2026-05-24 02:27:02
UPDATE;2026-05-25 13:27:02;FAT_754;ELETRO_438;IDCliente_70;Pago;200.32;2026-05-24 02:27:02
INSERT;2026-04-02 19:54:31;FAT_755;ELETRO_346;IDCliente_12;Pendente;313.64;2026-04-02 19:54:31
UPDATE;2026-04-04 00:54:31;FAT_755;ELETRO_346;IDCliente_12;Pago;313.64;2026-04-02 19:54:31
INSERT;2026-02-17 22:19:33;FAT_756;ELETRO_415;IDCliente_38;Pendente;310.42;2026-02-17 22:19:33
INSERT;2026-04-27 02:54:44;FAT_757;ELETRO_287;IDCliente_7;Pago;365.37;2026-04-27 02:54:44
INSERT;2026-01-30 20:40:08;FAT_758;ELETRO_224;IDCliente_87;Pendente;222.48;2026-01-30 20:40:08
UPDATE;2026-02-02 20:40:08;FAT_758;ELETRO_224;IDCliente_87;Pago;222.48;2026-01-30 20:40:08
INSERT;2026-01-11 01:58:13;FAT_759;ELETRO_137;IDCliente_25;Pago;386.79;2026-01-11 01:58:13
INSERT;2026-05-04 03:31:15;FAT_760;ELETRO_22;IDCliente_59;Pago;386.86;2026-05-04 03:31:15
INSERT;2026-02-10 11:29:43;FAT_761;ELETRO_59;IDCliente_34;Pendente;193.6;2026-02-10 11:29:43
UPDATE;2026-02-11 11:29:43;FAT_761;ELETRO_59;IDCliente_34;Pago;193.6;2026-02-10 11:29:43
INSERT;2026-05-06 12:07:44;FAT_762;ELETRO_27;IDCliente_61;Pendente;56.93;2026-05-06 12:07:44
INSERT;2026-01-12 03:14:49;FAT_763;ELETRO_257;IDCliente_91;Pendente;118.95;2026-01-12 03:14:49
UPDATE;2026-01-15 14:14:49;FAT_763;ELETRO_257;IDCliente_91;Pago;118.95;2026-01-12 03:14:49
INSERT;2026-05-13 07:20:45;FAT_764;ELETRO_118;IDCliente_19;Pago;31.15;2026-05-13 07:20:45
INSERT;2026-02-09 10:52:07;FAT_765;ELETRO_470;IDCliente_78;Pendente;118.02;2026-02-09 10:52:07
INSERT;2026-05-25 21:19:54;FAT_766;ELETRO_236;IDCliente_20;Pago;309.46;2026-05-25 21:19:54
INSERT;2026-01-25 07:08:40;FAT_767;ELETRO_67;IDCliente_1;Pendente;121.17;2026-01-25 07:08:40
INSERT;2026-04-08 02:06:48;FAT_768;ELETRO_324;IDCliente_29;Pendente;349.66;2026-04-08 02:06:48
UPDATE;2026-04-09 02:06:48;FAT_768;ELETRO_324;IDCliente_29;Pago;349.66;2026-04-08 02:06:48
INSERT;2026-01-20 01:06:06;FAT_769;ELETRO_179;IDCliente_34;Pendente;187.8;2026-01-20 01:06:06
INSERT;2026-03-08 09:38:25;FAT_770;ELETRO_270;IDCliente_58;Pago;252.45;2026-03-08 09:38:25
INSERT;2026-05-31 03:40:24;FAT_771;ELETRO_293;IDCliente_81;Pago;242.77;2026-05-31 03:40:24
INSERT;2026-05-14 03:22:26;FAT_772;ELETRO_195;IDCliente_58;Pago;198.53;2026-05-14 03:22:26
INSERT;2026-05-27 00:46:44;FAT_773;ELETRO_390;IDCliente_16;Pendente;286.9;2026-05-27 00:46:44
UPDATE;2026-05-29 08:46:44;FAT_773;ELETRO_390;IDCliente_16;Pago;286.9;2026-05-27 00:46:44
INSERT;2026-05-06 02:06:14;FAT_774;ELETRO_57;IDCliente_96;Pendente;265.8;2026-05-06 02:06:14
INSERT;2026-04-18 11:14:51;FAT_775;ELETRO_455;IDCliente_82;Pendente;158.28;2026-04-18 11:14:51
UPDATE;2026-04-21 20:14:51;FAT_775;ELETRO_455;IDCliente_82;Cancelado;158.28;2026-04-18 11:14:51
INSERT;2026-02-12 10:02:41;FAT_776;ELETRO_444;IDCliente_18;Pago;379.19;2026-02-12 10:02:41
INSERT;2026-02-15 10:59:58;FAT_777;ELETRO_55;IDCliente_32;Pago;399.23;2026-02-15 10:59:58
INSERT;2026-05-24 02:13:21;FAT_778;ELETRO_290;IDCliente_77;Pendente;249.74;2026-05-24 02:13:21
UPDATE;2026-05-26 10:13:21;FAT_778;ELETRO_290;IDCliente_77;Cancelado;249.74;2026-05-24 02:13:21
INSERT;2026-01-14 11:25:36;FAT_779;ELETRO_20;IDCliente_37;Pago;356.9;2026-01-14 11:25:36
INSERT;2026-02-19 05:39:31;FAT_780;ELETRO_477;IDCliente_73;Pago;71.51;2026-02-19 05:39:31
INSERT;2026-02-08 14:58:48;FAT_781;ELETRO_282;IDCliente_69;Pago;226.18;2026-02-08 14:58:48
INSERT;2026-03-15 05:20:19;FAT_782;ELETRO_258;IDCliente_41;Pago;307.11;2026-03-15 05:20:19
INSERT;2026-01-12 06:09:46;FAT_783;ELETRO_219;IDCliente_6;Pago;391.25;2026-01-12 06:09:46
INSERT;2026-05-14 15:25:33;FAT_784;ELETRO_440;IDCliente_91;Pendente;256.9;2026-05-14 15:25:33
UPDATE;2026-05-17 00:25:33;FAT_784;ELETRO_440;IDCliente_91;Pago;256.9;2026-05-14 15:25:33
INSERT;2026-05-20 03:25:19;FAT_785;ELETRO_229;IDCliente_22;Pago;124.75;2026-05-20 03:25:19
INSERT;2026-03-25 10:16:18;FAT_786;ELETRO_17;IDCliente_40;Pago;384.37;2026-03-25 10:16:18
INSERT;2026-04-26 03:08:34;FAT_787;ELETRO_266;IDCliente_67;Pendente;315.25;2026-04-26 03:08:34
INSERT;2026-04-08 20:45:55;FAT_788;ELETRO_167;IDCliente_40;Pago;138.47;2026-04-08 20:45:55
INSERT;2026-01-14 17:53:12;FAT_789;ELETRO_316;IDCliente_32;Pendente;372.1;2026-01-14 17:53:12
INSERT;2026-02-09 01:19:20;FAT_790;ELETRO_450;IDCliente_57;Pendente;211.82;2026-02-09 01:19:20
UPDATE;2026-02-11 04:19:20;FAT_790;ELETRO_450;IDCliente_57;Cancelado;211.82;2026-02-09 01:19:20
INSERT;2026-01-05 04:44:09;FAT_791;ELETRO_173;IDCliente_32;Pendente;352.43;2026-01-05 04:44:09
UPDATE;2026-01-06 07:44:09;FAT_791;ELETRO_173;IDCliente_32;Cancelado;352.43;2026-01-05 04:44:09
INSERT;2026-03-24 13:40:14;FAT_792;ELETRO_467;IDCliente_67;Pago;163.99;2026-03-24 13:40:14
INSERT;2026-05-02 02:20:16;FAT_793;ELETRO_162;IDCliente_60;Pendente;303.3;2026-05-02 02:20:16
INSERT;2026-04-23 21:58:26;FAT_794;ELETRO_185;IDCliente_33;Pendente;200.81;2026-04-23 21:58:26
UPDATE;2026-04-27 09:58:26;FAT_794;ELETRO_185;IDCliente_33;Cancelado;200.81;2026-04-23 21:58:26
INSERT;2026-03-13 00:20:07;FAT_795;ELETRO_19;IDCliente_30;Pendente;360.8;2026-03-13 00:20:07
UPDATE;2026-03-16 00:20:07;FAT_795;ELETRO_19;IDCliente_30;Pago;360.8;2026-03-13 00:20:07
INSERT;2026-05-14 13:48:41;FAT_796;ELETRO_267;IDCliente_50;Pago;370.86;2026-05-14 13:48:41
INSERT;2026-01-08 13:26:54;FAT_797;ELETRO_466;IDCliente_63;Pago;348.5;2026-01-08 13:26:54
INSERT;2026-04-30 00:50:37;FAT_798;ELETRO_218;IDCliente_42;Pendente;299.5;2026-04-30 00:50:37
UPDATE;2026-05-03 11:50:37;FAT_798;ELETRO_218;IDCliente_42;Pago;299.5;2026-04-30 00:50:37
INSERT;2026-03-23 11:01:49;FAT_799;ELETRO_196;IDCliente_77;Pendente;127.08;2026-03-23 11:01:49
UPDATE;2026-03-26 14:01:49;FAT_799;ELETRO_196;IDCliente_77;Pago;127.08;2026-03-23 11:01:49
INSERT;2026-04-18 13:35:31;FAT_800;ELETRO_295;IDCliente_91;Pendente;261.67;2026-04-18 13:35:31
UPDATE;2026-04-20 19:35:31;FAT_800;ELETRO_295;IDCliente_91;Pago;261.67;2026-04-18 13:35:31
INSERT;2026-02-25 22:17:21;FAT_801;ELETRO_50;IDCliente_98;Pendente;185.25;2026-02-25 22:17:21
UPDATE;2026-02-27 10:17:21;FAT_801;ELETRO_50;IDCliente_98;Cancelado;185.25;2026-02-25 22:17:21
INSERT;2026-02-11 11:18:51;FAT_802;ELETRO_102;IDCliente_76;Pendente;48.77;2026-02-11 11:18:51
UPDATE;2026-02-12 22:18:51;FAT_802;ELETRO_102;IDCliente_76;Pago;48.77;2026-02-11 11:18:51
INSERT;2026-02-27 11:07:00;FAT_803;ELETRO_10;IDCliente_59;Pago;48.53;2026-02-27 11:07:00
INSERT;2026-02-18 10:29:54;FAT_804;ELETRO_62;IDCliente_68;Pago;202.09;2026-02-18 10:29:54
INSERT;2026-01-31 01:38:25;FAT_805;ELETRO_123;IDCliente_29;Pendente;273.39;2026-01-31 01:38:25
UPDATE;2026-02-02 13:38:25;FAT_805;ELETRO_123;IDCliente_29;Cancelado;273.39;2026-01-31 01:38:25
INSERT;2026-04-11 11:50:44;FAT_806;ELETRO_85;IDCliente_53;Pago;330.68;2026-04-11 11:50:44
INSERT;2026-02-14 02:56:58;FAT_807;ELETRO_10;IDCliente_53;Pendente;313.59;2026-02-14 02:56:58
UPDATE;2026-02-15 12:56:58;FAT_807;ELETRO_10;IDCliente_53;Cancelado;313.59;2026-02-14 02:56:58
INSERT;2026-04-09 03:35:51;FAT_808;ELETRO_334;IDCliente_70;Pago;264.87;2026-04-09 03:35:51
INSERT;2026-04-21 12:46:16;FAT_809;ELETRO_203;IDCliente_21;Pago;156.74;2026-04-21 12:46:16
INSERT;2026-03-25 12:30:19;FAT_810;ELETRO_153;IDCliente_38;Pendente;319.19;2026-03-25 12:30:19
UPDATE;2026-03-26 23:30:19;FAT_810;ELETRO_153;IDCliente_38;Cancelado;319.19;2026-03-25 12:30:19
INSERT;2026-04-07 21:59:31;FAT_811;ELETRO_149;IDCliente_94;Pendente;191.75;2026-04-07 21:59:31
INSERT;2026-01-25 00:10:21;FAT_812;ELETRO_124;IDCliente_59;Pago;216.7;2026-01-25 00:10:21
INSERT;2026-01-30 11:48:50;FAT_813;ELETRO_192;IDCliente_59;Pago;35.84;2026-01-30 11:48:50
INSERT;2026-03-26 11:34:31;FAT_814;ELETRO_4;IDCliente_25;Pendente;329.28;2026-03-26 11:34:31
UPDATE;2026-03-27 12:34:31;FAT_814;ELETRO_4;IDCliente_25;Pago;329.28;2026-03-26 11:34:31
INSERT;2026-05-19 10:16:44;FAT_815;ELETRO_370;IDCliente_16;Pago;235.8;2026-05-19 10:16:44
INSERT;2026-05-24 14:15:39;FAT_816;ELETRO_39;IDCliente_41;Pago;159.14;2026-05-24 14:15:39
INSERT;2026-03-22 11:42:32;FAT_817;ELETRO_343;IDCliente_56;Pendente;206.15;2026-03-22 11:42:32
INSERT;2026-03-14 03:36:53;FAT_818;ELETRO_489;IDCliente_27;Pendente;132.06;2026-03-14 03:36:53
INSERT;2026-01-19 13:45:28;FAT_819;ELETRO_421;IDCliente_94;Pendente;188.69;2026-01-19 13:45:28
INSERT;2026-01-19 15:29:35;FAT_820;ELETRO_19;IDCliente_100;Pendente;397.78;2026-01-19 15:29:35
UPDATE;2026-01-21 23:29:35;FAT_820;ELETRO_19;IDCliente_100;Pago;397.78;2026-01-19 15:29:35
INSERT;2026-03-09 01:38:32;FAT_821;ELETRO_224;IDCliente_33;Pago;108.23;2026-03-09 01:38:32
INSERT;2026-04-11 12:07:32;FAT_822;ELETRO_326;IDCliente_85;Pendente;189.52;2026-04-11 12:07:32
